filename,class,source,destination
119_jpg.rf.e35f1d7f9e075d0d21511036b11cda56.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\119_jpg.rf.e35f1d7f9e075d0d21511036b11cda56.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\119_jpg.rf.e35f1d7f9e075d0d21511036b11cda56.jpg
121_jpg.rf.2ffbea3e855456e2b977197e05d10943.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\121_jpg.rf.2ffbea3e855456e2b977197e05d10943.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\121_jpg.rf.2ffbea3e855456e2b977197e05d10943.jpg
123_jpg.rf.ad9bf1104c3cf812645aed431a1a027a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\123_jpg.rf.ad9bf1104c3cf812645aed431a1a027a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\123_jpg.rf.ad9bf1104c3cf812645aed431a1a027a.jpg
124_jpg.rf.e0ef75ee5b996f8e83cec07891450864.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\124_jpg.rf.e0ef75ee5b996f8e83cec07891450864.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\124_jpg.rf.e0ef75ee5b996f8e83cec07891450864.jpg
125_jpg.rf.f37f515011dff4fbb0b882e824432b93.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\125_jpg.rf.f37f515011dff4fbb0b882e824432b93.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\125_jpg.rf.f37f515011dff4fbb0b882e824432b93.jpg
126_jpg.rf.f7af3aff196462c418de0a98847a93f3.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\126_jpg.rf.f7af3aff196462c418de0a98847a93f3.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\126_jpg.rf.f7af3aff196462c418de0a98847a93f3.jpg
127_jpg.rf.d5a2865d579a33b7ad207f3bdfd4671a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\127_jpg.rf.d5a2865d579a33b7ad207f3bdfd4671a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\127_jpg.rf.d5a2865d579a33b7ad207f3bdfd4671a.jpg
128_jpg.rf.5d9b24db1406b3584c30a9a9c4c87b6d.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\128_jpg.rf.5d9b24db1406b3584c30a9a9c4c87b6d.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\128_jpg.rf.5d9b24db1406b3584c30a9a9c4c87b6d.jpg
129_jpg.rf.8672159b4320dbb95a5a62d7f763efe3.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\129_jpg.rf.8672159b4320dbb95a5a62d7f763efe3.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\129_jpg.rf.8672159b4320dbb95a5a62d7f763efe3.jpg
12_jpg.rf.141bac2f39d8211e111ed5f947bf8136.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\12_jpg.rf.141bac2f39d8211e111ed5f947bf8136.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\12_jpg.rf.141bac2f39d8211e111ed5f947bf8136.jpg
131_jpg.rf.429974f7222f6b61a84b1971a6eb7218.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\131_jpg.rf.429974f7222f6b61a84b1971a6eb7218.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\131_jpg.rf.429974f7222f6b61a84b1971a6eb7218.jpg
132_jpg.rf.17268cc947dbd738fbb534f57111d31b.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\132_jpg.rf.17268cc947dbd738fbb534f57111d31b.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\132_jpg.rf.17268cc947dbd738fbb534f57111d31b.jpg
134_jpg.rf.bfc2b2ce193188b9213229e9ff725045.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\134_jpg.rf.bfc2b2ce193188b9213229e9ff725045.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\134_jpg.rf.bfc2b2ce193188b9213229e9ff725045.jpg
135_jpg.rf.95b2d339db26f28f3179d4dd162aad9d.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\135_jpg.rf.95b2d339db26f28f3179d4dd162aad9d.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\135_jpg.rf.95b2d339db26f28f3179d4dd162aad9d.jpg
136_jpg.rf.2004d3fffff3f58a759dc6f0d10d3f10.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\136_jpg.rf.2004d3fffff3f58a759dc6f0d10d3f10.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\136_jpg.rf.2004d3fffff3f58a759dc6f0d10d3f10.jpg
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg
141_jpg.rf.ae0182b2d966fc94bf76f129f46c5a45.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\141_jpg.rf.ae0182b2d966fc94bf76f129f46c5a45.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\141_jpg.rf.ae0182b2d966fc94bf76f129f46c5a45.jpg
142_jpg.rf.9d8e6fa070a9e2c99c56fc36a5b6754d.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\142_jpg.rf.9d8e6fa070a9e2c99c56fc36a5b6754d.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\142_jpg.rf.9d8e6fa070a9e2c99c56fc36a5b6754d.jpg
143_jpg.rf.4bf2d593b2dcffe4a19da0d590ed30cb.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\143_jpg.rf.4bf2d593b2dcffe4a19da0d590ed30cb.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\143_jpg.rf.4bf2d593b2dcffe4a19da0d590ed30cb.jpg
145_jpg.rf.c7b023ab3763cd94bf5a6c083c10b985.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\145_jpg.rf.c7b023ab3763cd94bf5a6c083c10b985.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\145_jpg.rf.c7b023ab3763cd94bf5a6c083c10b985.jpg
148_jpg.rf.735bb3e0815dbb534fee4a5fddb8fc9a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\148_jpg.rf.735bb3e0815dbb534fee4a5fddb8fc9a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\148_jpg.rf.735bb3e0815dbb534fee4a5fddb8fc9a.jpg
149_jpg.rf.a9ca776619da0dd70e95602e523dbb1a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\149_jpg.rf.a9ca776619da0dd70e95602e523dbb1a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\149_jpg.rf.a9ca776619da0dd70e95602e523dbb1a.jpg
150_jpg.rf.2dd6790f5fc0211c6b8a0bebded08354.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\150_jpg.rf.2dd6790f5fc0211c6b8a0bebded08354.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\150_jpg.rf.2dd6790f5fc0211c6b8a0bebded08354.jpg
152_jpg.rf.da2c4d0f32d6f12ecd6ecacd1ee76a68.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\152_jpg.rf.da2c4d0f32d6f12ecd6ecacd1ee76a68.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\152_jpg.rf.da2c4d0f32d6f12ecd6ecacd1ee76a68.jpg
155_jpg.rf.093f66fb1b5c68857d3fb733ea6c28e0.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\155_jpg.rf.093f66fb1b5c68857d3fb733ea6c28e0.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\155_jpg.rf.093f66fb1b5c68857d3fb733ea6c28e0.jpg
156_jpg.rf.746421f245b72dbf541074bf5d373bdd.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\156_jpg.rf.746421f245b72dbf541074bf5d373bdd.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\156_jpg.rf.746421f245b72dbf541074bf5d373bdd.jpg
157_jpg.rf.346be485e8163f4150a6ab9427aac768.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\157_jpg.rf.346be485e8163f4150a6ab9427aac768.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\157_jpg.rf.346be485e8163f4150a6ab9427aac768.jpg
159_jpg.rf.fe559d95c93942ca2d444b5300d564bd.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\159_jpg.rf.fe559d95c93942ca2d444b5300d564bd.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\159_jpg.rf.fe559d95c93942ca2d444b5300d564bd.jpg
160_jpg.rf.d13ec28751f53832401f22568bd6f3d1.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\160_jpg.rf.d13ec28751f53832401f22568bd6f3d1.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\160_jpg.rf.d13ec28751f53832401f22568bd6f3d1.jpg
164_jpg.rf.0cd8354785a1a669f3254ae07ae70ae6.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\164_jpg.rf.0cd8354785a1a669f3254ae07ae70ae6.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\164_jpg.rf.0cd8354785a1a669f3254ae07ae70ae6.jpg
165_jpg.rf.5e80636a4986a65a5e690d9eab5b306a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\165_jpg.rf.5e80636a4986a65a5e690d9eab5b306a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\165_jpg.rf.5e80636a4986a65a5e690d9eab5b306a.jpg
166_jpg.rf.20a6d237232614558c921ed9f79ad4f0.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\166_jpg.rf.20a6d237232614558c921ed9f79ad4f0.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\166_jpg.rf.20a6d237232614558c921ed9f79ad4f0.jpg
167_jpg.rf.ef352fd875031ef9efbc0dc196cd8741.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\167_jpg.rf.ef352fd875031ef9efbc0dc196cd8741.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\167_jpg.rf.ef352fd875031ef9efbc0dc196cd8741.jpg
168_jpg.rf.f02330b81c9f554ea5eb070a4028ee8e.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\168_jpg.rf.f02330b81c9f554ea5eb070a4028ee8e.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\168_jpg.rf.f02330b81c9f554ea5eb070a4028ee8e.jpg
169_jpg.rf.b3b97dbfc52aa6836e9205da92746f8a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\169_jpg.rf.b3b97dbfc52aa6836e9205da92746f8a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\169_jpg.rf.b3b97dbfc52aa6836e9205da92746f8a.jpg
170_jpg.rf.4a1d239251ab64b3c733cbc93c07c52c.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\170_jpg.rf.4a1d239251ab64b3c733cbc93c07c52c.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\170_jpg.rf.4a1d239251ab64b3c733cbc93c07c52c.jpg
172_jpg.rf.5497cc1a60cf5885cbe8978e762ca7b4.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\172_jpg.rf.5497cc1a60cf5885cbe8978e762ca7b4.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\172_jpg.rf.5497cc1a60cf5885cbe8978e762ca7b4.jpg
174_jpg.rf.462670ef59ff501d8799423fbba4f72e.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\174_jpg.rf.462670ef59ff501d8799423fbba4f72e.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\174_jpg.rf.462670ef59ff501d8799423fbba4f72e.jpg
177_jpg.rf.78ce205aa324b8cb17ee4051188b13d5.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\177_jpg.rf.78ce205aa324b8cb17ee4051188b13d5.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\177_jpg.rf.78ce205aa324b8cb17ee4051188b13d5.jpg
180_jpg.rf.8553608dc0a9f4e6ab3c23e21abd0d38.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\180_jpg.rf.8553608dc0a9f4e6ab3c23e21abd0d38.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\180_jpg.rf.8553608dc0a9f4e6ab3c23e21abd0d38.jpg
181_jpg.rf.f7001538334765f4abe65e29deba727d.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\181_jpg.rf.f7001538334765f4abe65e29deba727d.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\181_jpg.rf.f7001538334765f4abe65e29deba727d.jpg
185_jpg.rf.486784ae35c66d14c8d9700817908e5f.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\185_jpg.rf.486784ae35c66d14c8d9700817908e5f.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\185_jpg.rf.486784ae35c66d14c8d9700817908e5f.jpg
187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg
189_jpg.rf.ff05bcd103da88fe266f0afd8b03baca.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\189_jpg.rf.ff05bcd103da88fe266f0afd8b03baca.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\189_jpg.rf.ff05bcd103da88fe266f0afd8b03baca.jpg
190_jpg.rf.bbffa7ff0e9df3f2603745032d9e56cb.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\190_jpg.rf.bbffa7ff0e9df3f2603745032d9e56cb.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\190_jpg.rf.bbffa7ff0e9df3f2603745032d9e56cb.jpg
191_jpg.rf.35076717096fbba567435ea2660d24df.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\191_jpg.rf.35076717096fbba567435ea2660d24df.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\191_jpg.rf.35076717096fbba567435ea2660d24df.jpg
192_jpg.rf.317b19d7d157d9e24328cdd74383144f.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\192_jpg.rf.317b19d7d157d9e24328cdd74383144f.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\192_jpg.rf.317b19d7d157d9e24328cdd74383144f.jpg
193_jpg.rf.e76f9b8cb574a63a589e75fbc2a32754.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\193_jpg.rf.e76f9b8cb574a63a589e75fbc2a32754.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\193_jpg.rf.e76f9b8cb574a63a589e75fbc2a32754.jpg
195_jpg.rf.cce4ecaf6582d659b765fcabd6a2b739.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\195_jpg.rf.cce4ecaf6582d659b765fcabd6a2b739.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\195_jpg.rf.cce4ecaf6582d659b765fcabd6a2b739.jpg
197_jpg.rf.96b63e1aef85d3a2cefc61d89717365a.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\197_jpg.rf.96b63e1aef85d3a2cefc61d89717365a.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\197_jpg.rf.96b63e1aef85d3a2cefc61d89717365a.jpg
198_jpg.rf.b2e419a6ce27de74ca40700b917799e3.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\198_jpg.rf.b2e419a6ce27de74ca40700b917799e3.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\198_jpg.rf.b2e419a6ce27de74ca40700b917799e3.jpg
199_jpg.rf.fcdbec1304124fee7e477c6ba0a31ab9.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\199_jpg.rf.fcdbec1304124fee7e477c6ba0a31ab9.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\199_jpg.rf.fcdbec1304124fee7e477c6ba0a31ab9.jpg
19_jpg.rf.acf9f1963ca15d84bad701680995c103.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\19_jpg.rf.acf9f1963ca15d84bad701680995c103.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\19_jpg.rf.acf9f1963ca15d84bad701680995c103.jpg
1_jpg.rf.3bd160570ca04ce20d506e7d30bba9db.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\1_jpg.rf.3bd160570ca04ce20d506e7d30bba9db.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\1_jpg.rf.3bd160570ca04ce20d506e7d30bba9db.jpg
200_jpg.rf.55858a52069405c7e4834e17e34436a3.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\200_jpg.rf.55858a52069405c7e4834e17e34436a3.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\200_jpg.rf.55858a52069405c7e4834e17e34436a3.jpg
22_jpg.rf.4066aa909a5382af28f8815336d64c64.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\22_jpg.rf.4066aa909a5382af28f8815336d64c64.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\22_jpg.rf.4066aa909a5382af28f8815336d64c64.jpg
24_jpg.rf.b80589f1055481940f5e6852df90913f.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\24_jpg.rf.b80589f1055481940f5e6852df90913f.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\24_jpg.rf.b80589f1055481940f5e6852df90913f.jpg
25_jpg.rf.6cee017a690f9c2ccfeaca853ef1d66d.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\25_jpg.rf.6cee017a690f9c2ccfeaca853ef1d66d.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\25_jpg.rf.6cee017a690f9c2ccfeaca853ef1d66d.jpg
27_jpg.rf.bcda8bed58ced16c5e17ff727e84dbab.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\27_jpg.rf.bcda8bed58ced16c5e17ff727e84dbab.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\27_jpg.rf.bcda8bed58ced16c5e17ff727e84dbab.jpg
29_jpg.rf.2d7a802a59f28f44700485e2f7ad912b.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\29_jpg.rf.2d7a802a59f28f44700485e2f7ad912b.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\29_jpg.rf.2d7a802a59f28f44700485e2f7ad912b.jpg
31_jpg.rf.45f35ebba792f8ea3a03152f906d90bc.jpg,Background,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\images\31_jpg.rf.45f35ebba792f8ea3a03152f906d90bc.jpg,C:\Users\anyas\Triple-T\data\microplastic-dataset-for-computer-vision\organized_images\Background\31_jpg.rf.45f35ebba792f8ea3a03152f906d90bc.jpg
